,tweet,score
996,@_bethanymcginnx happy birthday Bethany have a good one 😙 Xx,0.1661916246
997,feel so shit 😕,0.0803186436
998,We love our visitors! ❤️@edinburghcastle @welovehistory @HistEnvScot https://t.co/S9JtSEdaE2,0.1638529562
999,@BBCJamesCook @JRTomlinAuthor Do you ever want to tell Americans about Dunblane and how stricter gun laws DO work. 😡,0.0966893225
1000,@_bethanymcginnx happy birthday Bethany have a good one 💃! Xx,0.1629759556
1001,@whosyerpal Lacks diced pineaple 🍍,0.1435357743
1002,@miamillypoppy Omg who dis from 😂😂😂❤️🌹,0.2561572755
1003,@georgeestrachan Find me a guy that would happy with 2 gay men as parents🤷‍♂️,0.1184681722
1004,Love her so much 😂 https://t.co/aGNymXnVaZ,0.1254841774
1005,Boozy with this babe 🍹🐮 @ The Boozy Cow Edinburgh https://t.co/AnD97qjqnI,0.2003946503
1006,OMG #BlackPanther on #4DX @CineworldEdin was shaking moving rolling splashing lighting blowing WOW 😨😵 Better than a… https://t.co/UD7PFZHkzd,0.1053131623
1007,@gingerninja1994 11 like is more than I’ve ever got on any tweet! 😂😂,0.1416356062
1008,@stephenramsay16 🙈😭😂😂😂😂 put your Mum or someone on it as a named driver .... should bring it down.,0.1987137324
1009,😒 https://t.co/6mI0BtCU3l,0.0819995615
1010,@TheOpen Tiger but fav will always be Seve 🏌️‍♂️,0.1184681722
1011,@jillcalder @skillshare Fabulous! Let’s have some “Safety Stan” ones soon then 😉,0.1431703574
1012,You have to love this 💙👇🏻 https://t.co/N6Gy3KcGZY,0.1807352189
1013,"@parrishae0701 @_GetShatOn @MK_1997som @AimilDinwiddie @piersmorgan @2351onthelist 😂😂😂😂😂😂😂😂😂😂

Aye I’m sure yer rif… https://t.co/hbhk30h9Oc",0.2708470365
1014,@jrsmith73 I was thinking about why that word looked weird on the way home. I never use it. Maybe I don’t have any principles? 😱,0.1232185924
1015,@rachycun 😂😂😂😂😂😂😂😂,0.2385441789
1016,3 weeks till dubai 🙌🕺🏻🤙☀️✈️,0.2144997442
1017,@MrFurby @alexaitch 💁‍♂️,0.1422933567
1018,"Birds that take drugs absolute zero class, get the fuck outta here 👉🏼 #junkies",0.13783527
1019,@escott1599 happy birthday gal hope you have a fab day and enjoyed your night on Tuesday😘🎈💗 https://t.co/UYC2aQmhJS,0.2610538625
1020,@lisaamyX Staaaaap 😩😻👏🏽❤️,0.2202002485
1021,@laurenhayox @beckkkks_ Sorry hahaha he had it planned 😚😚,0.2131111598
1022,Omg this is so funny😂😂😂😂😂 https://t.co/sN1NLPaGKw,0.1900898926
1023,"@SkyNews then they are long longer ""Happy"" eh!? 🍔🍔 4 LYF",0.1498209457
1024,About time! #Scotland ⚽️ https://t.co/xnVNpYz8V8,0.1543521158
1025,😭😭😭😭😭😭😭😭😭😭😭 https://t.co/h4y19wqXbT,0.0345684426
1026,@raalynch ❤❤❤❤❤❤❤❤❤,0.6000146167
1027,Can’t wait to be in the heat and away from this shitty weather. A week with not a care in the world and a few too many pints🍻☀️,0.1807352189
1028,His little face OMG nooo😢😢☹️ https://t.co/kOxZdaHyd4,0.0722063875
1029,@jrsmith73 Damn. I forgot one of you lot followed me on Twitter 😛,0.1532558649
1030,@christiemlowe Just love it eh 😭❤️,0.1570562011
1031,"@_bethanymcginnx happy birthday wee babe! Misssssin ya, hope you’ve had a lovely day 😽❤️",0.2055835709
1032,She said yes 💍❤️ https://t.co/nyCNp9vsRc,0.1987868158
1033,@ellzthelephant happy birthday beautiful girl! Hope it’s been a good one 👄♥️ xxxxx,0.1919900607
1034,It's the little things that brighten up a grey day 😍 #coffee #love #thisisedinburgh @ Starbucks https://t.co/Yp5FXP8rwF,0.1588832858
1035,I hate the cold😭😭😭,0.0889424834
1036,@IanMWelsh @NHSaaa @stewartd231 👍 proud to represent RCN Scotland Members #engage,0.1474091939
1037,"Happy new moon witches, new beginnings 💙Only TWO weeks left to opening of #whenTheBlackbirdSings #newWork please jo… https://t.co/Izcu5ADg1w",0.162683622
1038,@backt0nature To experience this place is on my bucket list. Nature is awesome 😊😊,0.2034641526
1039,Just been in my first movie where people actually clapped at the end of it😵 stop that,0.1155448367
1040,James Bay has had an absolute glow up btw oh ya😍🤤,0.1588832858
1041,Happy 18th birthday to my bestie❤️❤️Love you so muchh n I’ll see u soon Xx @carragroom18 https://t.co/VVCiUa5aTx,0.2183731638
1042,"Tell you what it’s not nice having to ring 999 twice in 24 hours. I need a good pinch, or two for that matter😣",0.0938390704
1043,@Conor_Newton1 @VanzyD @alixbalixbee Yeah that’s back when I used to steal tealeys anti ageing cream 😂😂,0.1416356062
1044,@Mynameisnotfifi Myles Hairdressing in Edinburgh are fab 😊,0.1563984506
1045,@CiaraSunflower Clearly 😘,0.1605642038
1046,Brilliant! 💚 https://t.co/1gYFfRtOaC,0.1572754513
1047,I forgot how hot Finn is in series 3 omg 😍 #mymadfatdiary,0.1588832858
1048,@JakeCullen66 👍,0.1474091939
1049,@elliegraham18x Love you 💘💘,0.2091646569
1050,Climbed up Calton Hill at the end of my Edinburg day - was blessed with these beautiful sights and colours. ✨ https://t.co/NxHEuYfQb8,0.1349850179
1051,"Love day is every day with @magicallunn ♥️❤️♥️ @ Edinburgh, United Kingdom https://t.co/ddFm2Z0DuC",0.2598845282
1052,"Hitman Fred , someone find me a hitman! 😆🔫💣⚰️⚒🔨",0.1178835051
1053,@Dunkanmiller happy birthday sexy 😘 hope you have an amazing day ❤️ stay beautiful xxx,0.2150844113
1054,Relax on the quality upholstered chairs ! #Devine #upholstery 😉 https://t.co/rNDNHiZMm8,0.1431703574
1055,Going to be embarrassing big brother here but my sister looks so beautiful getting ready for formal 💖 https://t.co/Tu0vOjwqoS,0.161368121
1056,Some wise words from @jrgealt shocking that days like today have become a regular occurrence 😔 #GunReformNow… https://t.co/lTIMb620cz,0.098662574
1057,"@abrightclearweb Thanks for the shoutout, Claire 👌💪",0.1910399766
1058,@Manolowopc 😂😂😂,0.157787035
1059,@anderson_kyle1 Wot u laughing at prick😂,0.1254841774
1060,Absolutely ❤️’in this new series! So glad they’re back🤩🤩🤩 https://t.co/EgglItTQip,0.1638529562
1061,P.U.D.D.I.N.G.S // Next up is our Pistachio and White Chocolate Mousse 😍 This particular one was… https://t.co/KvfFDPUxuq,0.1588832858
1062,"@The_Bifrost Tnaw, thanks ✨",0.1349850179
1063,Camelphat ticket bought😍👀👅💃🏼,0.2508221881
1064,@cammymason1 😳,0.1106482497
1065,"Actually had the best wee time ever up in Dundee with all my besties, missed them sooo much💃🏼👭",0.1968135643
1066,Alles Gute zum geburtstag @ponderingStevie 🎂 https://t.co/CiYiV7HyQ1,0.1541328656
1067,When @amylawhore says she fancies a night out but you've got work tomorrow ☕️🐸 https://t.co/PlF1bQ2Tgy,0.1213184243
1068,@AlexRockSport @RockSportDAB @Lucy_Lanigan Was great to be on! Thanks for having us 👍,0.1474091939
1069,@Hospitality_Jas Garlic. Isn't it an aphrodisiac? Eat enough Garlic and mr.Pratt will be banging down MY door. 😂😉,0.1593217862
1070,Brilliant talks today 👌#MoveSummit18 https://t.co/e8bSUi3gWu,0.1504786962
1071,So gutted neil is having to do a full shift today and i cant see him untill tomorrow 💔💔💔💔😭😭😭,0.0535701235
1072,So wish there was a smoothie place up the fort 😋,0.1554483666
1073,"Can't beat a 4 o'clock flyer, off to paradise 🍀🍀",0.1509902799
1074,Far too sleepy 😴,0.1034860776
1075,I only listen to REAL music 😤 https://t.co/H3Latibbuq,0.0940583205
1076,Awww 😨 🐻💔 https://t.co/L0zzttBjZr,0.1224146751
1077,Hate the 15 bus when those cunts get on at the bush and talk utter fucking pish for the whole journey into town! Any need 👊🏼👍🏼,0.1640722064
1078,Sobbing like a baby over #mymadfatdiary 😭,0.1025359936
1079,Nba live would be dope if I could be the 92 bulls and play against the Los Angeles Sparks 🔥😂,0.1356427684
1080,This wee guy is hilarious 😂 fill of mischief😍 https://t.co/R7CODBVBIg,0.1750347146
1081,Reality of my country. 😞 https://t.co/sIK5tp5P6r,0.1007089089
1082,@LiamWChisholm happy bday 😊 🎈,0.2088723233
1083,Very pleased to hear this ... Leeann Dempster: Hibs chief exec rules out move to SFA - BBC Sport https://t.co/e2DIM2Fhe1 #GGTTH 💚,0.1572754513
1084,@GaryHowie1 @tracygauld83 I knew you would come out eventually. The slippers were a big clue😸,0.1392969378
1085,@igordon81 Of course. Imagine being a parent and having to send your kid to school with statistics like that 😔,0.098662574
1086,@ErinMurrell happy birthday baby!!!!! Have a fabby time😘 I hope ur having the best time in oz🕺 love you💋xxxxx https://t.co/LaB56cw65M,0.211064825
1087,The greatest showman is absolutely amazing!!! Love it 🎬🎪❤️,0.2004677337
1088,Just had a wee walk through Janson’s History of Art. O my this collection 😍 @NatGalleriesSco https://t.co/4Kq3t5Lrdc,0.1588832858
1089,"So now I'm stuck with whack ass nba live. I can't believe I'm saying this but shit is not even comparable to 2k.. 

And 2k is trash. 🤦🏾‍♂️",0.1184681722
1090,Tell the @EBRD to stop funding gas pipeline 😷☠️ #NoTAP https://t.co/z4Zpx3ow4g,0.0945699043
1091,"🔥🔥🔥
Adductor Machine.
👌🏼👌🏼👌🏼
Try these before squats.
+ Make the appropriate face to anyone who… https://t.co/ypVxJHfpwb",0.2632463641
1092,"Any of our @StreetsAheadSoc followers #stillgame fans?

Put your ❤s up if you're as excited as we are for the retur… https://t.co/KhwO5Nb2UV",0.1638529562
1093,@backstreetjoe Aww thanks! As do you!👍🏻 @TinaCousins should have had more success in the UK. Think PWL concentrated… https://t.co/LUBxcQf6oo,0.1474091939
1094,@BusinessFives @BrodiesLLP @Blazeman_News @ApacheCorp @NorcoGroupLtd @Insidermag How exciting @BusinessFives ⚽,0.1543521158
1095,Fans of clubs with no song book must love this😂😂😂😂😂😂 https://t.co/kqui2jRPEI,0.2062413213
1096,"1-2-1 with my manager went really well. I’m performing above average in my team, doing well with my CQ and upselling beer! 🍺",0.145362859
1097,@cjcrompton Looking forward to reading this later 😔😂,0.1148140028
1098,@juliegthomson Awwww😍,0.1588832858
1099,"Blessed be the mystery of love ❤️ em Royal Mile, Edinburgh https://t.co/CKpvvihmJv",0.1638529562
1100,"@DrGBuckingham @msprevak Yes, that’s a definite plus. 😊",0.1563984506
1101,@conorhiggins96 Ah disappointing you can't beat a bit of Tax Reform. Although I get too passionate at arguing against Tory tax reform 😂😂,0.1416356062
1102,"@IHGService Hi guys, I was given 25000 points last week! 👍🏻 Was nice but I think it’s for a complaint I didn’t make… https://t.co/yp8mUqnqDA",0.1474091939
1103,@lisamc_x Am a busy man work wise training has to be fitted in somewhere 😂,0.1254841774
1104,@backstreetjoe When Tomorrow Comes is fing amazing also! 🌹❤️💃🕺,0.261346196
1105,@cubby1873 Hibs class Cubby 🇳🇬,0.1288460133
1106,@KingGeorgeTV You da best Georgie 🎈,0.1618066214
1107,Hates a selfie in the work toilets 🌚 https://t.co/wCiC7hv37y,0.1432434408
1108,@FullertonMorgan Ur a star ⭐️,0.1517211138
1109,My boys only went and got their new track ‘Chemistry’ premiered in @readdork ❤️ (also my photos used which is v coo… https://t.co/gQbhpNmi6m,0.1638529562
1110,"Thank god for that ! 👏👏👏
Leeann Dempster would be very hard act to follow, She's been one of the best signings Hibe… https://t.co/pfZ8hCSZNY",0.2233428342
1111,nothing cuter than seeing girls get beautiful flowers for v-day😍🌹,0.2027333187
1112,@djmarkmckenzie @BFBSScotland 😂😂😂☕🍫,0.1867280567
1113,just want to hibernate away &amp, not see anyone for months 😭😭
1114,@edinburghpaper @Brockie1875HFC Commiserations. 😜,0.1425856903
1115,"Felicidad, definición fotográfica: ❄️ en Edinburgh, United Kingdom https://t.co/FTljP4W9Py",0.1463129431
1116,"@virginmedia Yep 😥 I only received my box on Tuesday as well, it’s brand new",0.118248922
1117,@Ultimatezking26 You could always do some giveaways 😊,0.1563984506
1118,@itzikr @DellEMC @VMwarevSphere Hope there are no bugs in your docs... 😂,0.1254841774
1119,Stabbed with a pole on work training 😂👌 #SareYin https://t.co/BXAYSpqxAZ,0.166630125
1120,Thanks for the bonus plastic with my chicken @Tesco 🙌🏻 https://t.co/7LbahAIW4Y,0.1501863626
1121,"Obsessed 😻 just caught up, so emosh with this episode @VickyPattison #sayyestothedress https://t.co/dXvvzOIE1s",0.1545713659
1122,@Ultimatezking26 It's because most of their clubs history is in the past 😂,0.1254841774
1123,I got Padme 👌👌 https://t.co/55PBNhjpkK,0.1916246437
1124,@lisa_letters Well deserved mention #theartofbeingnormal ❤,0.1638529562
1125,"How many more tragedies will happen before the U.S. change their gun laws?! 😠
This video has never felt more real 👇… https://t.co/x4IpyUSyub",0.1055324125
1126,@escott1599 happy birthday Eleanor!!🤗🎉 hope you have an ace day💘,0.2131842432
1127,Typical pish🙈 https://t.co/rCcndQlQlk,0.1409047723
1128,@AbbeydaleFunk 😚,0.1612219542
1129,Couldn’t be prouder of @caitlinbrigham8 😿😿 onwards n upwards 🥂🥂🥂,0.0549587079
1130,"@dtaylor5633 Awww Piper. I wuv you, sweet wittle puppy. ❤️",0.1638529562
1131,I just don’t get it! How can someone do these things to children 😥 https://t.co/w8XE2QzPx4,0.118248922
1132,"Don't touch this! by @StudioFeixen ☝🏼

https://t.co/Cpty3uOTF3 https://t.co/zR3TPVUbtF",0.1319155156
1133,"Just a pop of red at edtheatres 🔴Last week in #edinburgh @misssaigonuk 
.
.
.
.
#festival… https://t.co/hfaaRlyXdU",0.1382737704
1134,Omg omg omg !!!! Glad I’m not the only one who’s desperate for this 😭😭😭 https://t.co/xWHCPj38HY,0.0889424834
1135,"@Lupe_ No morcilla, no chorizo 😒",0.0819995615
1136,Dua Lipa covering Arctic Monkeys is too much 😍🖤🖤🖤,0.1588832858
1137,@ChrisK1872 What a fucking retard 🇬🇧,0.1483592779
1138,With an increase in tree planting in Scotland - What is the impact of forest creation on the local economy? 🌲🌳 Good… https://t.co/LcXl9TkIAE,0.1729883797
1139,I amSO SORE 😭,0.1025359936
1140,"@amylawhore @astrologyheaux What, your two wigs aye 😂",0.1254841774
1141,A lo que hay que recurrir cuando en Escocia no hay máquinas de #Carga2 🇬🇧 https://t.co/P0HRVC864W,0.1483592779
1142,AND WE ARE ON OUR WAY. Edinburgh locals watch this space. Free beer coming your way! 🍺✔️ #freebeer #stabco https://t.co/CBiKGDpu3N,0.1650953738
1143,Never took my phone out last night and it was one of the funniest nights out I’ve ever had 😭.,0.1025359936
1144,@Nickbrownn3 Looks like we're going to have to put these fools back in their place on Saturday 🍺,0.145362859
1145,@mopchop @G_Paris1 @katmurray91 👏🏻👏🏻👏🏻👏🏻 https://t.co/1AhF3h4eXk,0.261346196
1146,Us against the world !! 👊🏼 @camjwmckenzie,0.1259957612
1147,@Seneska @EdinburghUni Your photo got more likes than mine! 😭,0.1025359936
1148,"Boyfriend appreciation post since I didn't post anything yesterday! 
Had an amazing time in Edinburgh ♥️🥂@Leatt90 https://t.co/xEoNXxJ789",0.1573485347
1149,@paddypower #FindersKeepers 🙏🏻fingers crossed. Oh please let it be either myself or my partner. Would completely tu… https://t.co/I4REwUFF7C,0.1398085215
1150,@KingGeorgeTV @YouTube You da best Georgie 🎈,0.1618066214
1151,"Watercolour painting of the Moroccan staircase 🌿🎨 @ Edinburgh, United Kingdom https://t.co/M4b5cxju2E",0.1496016955
1152,Update: I made it to Edinburgh without being murdered 🎉,0.1632682891
1153,😂😂😂😂😂 https://t.co/Zaq4kDXyjb,0.1900898926
1154,@The_Tman10 One of the good guys ... 💚,0.1572754513
1155,@_bethanymcginnx happy birthday angel! Hope you have an amazing day!❤️,0.1638529562
1156,Bout time 🙌🏻 https://t.co/P35KGoIHlv,0.1501863626
1157,Thanks Jessica ❤️❤️❤️ https://t.co/FopI8GKA3L,0.2728933713
1158,@Michellefish89 @NomiWaite 😍,0.1588832858
1159,On yerself @JordanM_31 💪🏻 https://t.co/RrmXEM7CUI,0.1498940291
1160,Fiiiinally watching more Death Note. Almost half way ☠ https://t.co/BnjHcbtIOw,0.1069209969
1161,I just went a run at lunch... am I feeling okay😂😂,0.1416356062
1162,Bus to Motherwell away 😈😈😈😈 looking forward to this! ALOT.,0.1868011401
1163,@Thinktastic @INSPIREDINBURGH Anytime @Thinktastic 👌,0.1504786962
1164,"Scotland being a “world leader in tackling climate change,” there. 😐 https://t.co/RUq1HL2Pu1",0.0809763941
1165,"Well, this is EXCELLENT ~ the message and the delivery 👀👇🏻👂🏻👇🏽👂🏽👇👂 https://t.co/fTXUSwCif0",0.1382737704
1166,@Ha_m882 حاول مرة أخرى 💐,0.163049039
1167,"On our #setlunch menu today, Chocolate ganache, peanut &amp; caramel 🍫🥜 #new #chocolate #ganache #dessert #treat… https://t.co/OywCxJE2UV",0.1204414237
1168,Now time for some lunch!!!!!!!!!!!!!!!!!! 😍😍😍😍😍 @ The Whistle Stop Barber Shop https://t.co/362d0NumXF,0.3570854345
1169,中国新年快乐 / 🎈 Happy Chinese New Year to our Chinese followers - have a super duper year of the dog ☺ https://t.co/Ji831nmdAL,0.2098224074
1170,Love when get new poster delivery 😊 https://t.co/X9HMVelh6r,0.1563984506
1171,@Chantellehaall Thag would make me so happy😭,0.1025359936
1172,"Yesterday was a real eye opener, Genuinely in shock at some of the stuff and relationships I seen 😂😂",0.1416356062
1173,@meganfinlayX Genuinely watched it 2 maybe even 3 times through 😂,0.1254841774
1174,Edinburgh i går kveld ✨ https://t.co/bNWbmR5eIB,0.1349850179
1175,I’d love a holiday in the next week. Take me to the sun pls 😢,0.1098443324
1176,@flynam Good luck Frank! 💪🏻💐,0.2036103194
1177,@BenjaminGammon @NtlMuseumsScot 👋🏻👋🏻👋🏻 https://t.co/lVE7EbKFdT,0.1998830666
1178,👏🏼👏🏼👏🏼 @BrossBagels #BagelBreakIn #Bagels #24HourPortyPeople https://t.co/MnNiJEya4b,0.2233428342
1179,He’s just amazing 😍💚 https://t.co/SSfFxAGze6,0.2068259885
1180,@headedforhades @NFLUK 😂😂😂 well it should be because Sean currently has 2 weeks booked off to accommodate either week.,0.157787035
1181,Prepping for client meetings 💪 https://t.co/SVqO3SoaNq,0.1498940291
1182,"Oh and hey I got some silicone joy-con covers for my spare set, and thumbstick covers for my mains. 👌🎮… https://t.co/U05N1UHUNE",0.1816853029
1183,"Happy Thursday @StreetsAheadSoc folks!

How are we all? Show us with a GIF💪

Ours is in the thread below 👇👌",0.2090915735
1184,@sarahwardrop Another in the unfortunate position of having this surname! Happy to be your Twitter acquaintance 😁,0.1421471899
1185,"@ottaross @skatem I'm looking forward to hearing about your new future cat, whenever...😉",0.1431703574
1186,@NFLUK 👎 how hard can it be to say right eagles on 21st chargers 28th then build schedule round it. Fans always put out.,0.0955930717
1187,@dtaylor5633 He's absolutely gorgeous 🐾🐾,0.1977636483
1188,In sync with the nature 🙏🏼 #Edinburgh @ Royal Botanic Garden Edinburgh https://t.co/NMUMFaUFS9,0.1398085215
1189,@ellzthelephant happy birthday hun🎉🤩💗xxx,0.2112840751
1190,@MurrayMilne I wouldn’t disagree with this! 👍🏻,0.1474091939
1191,happy thursday from the nice times hoodies basking in the sun 🌞sure we're heading into spring… https://t.co/2D18G5CJJM,0.1501132793
1192,@Teirersias Gosh! This looks so good 😋,0.1554483666
1193,"Here is who we're up against tomorrow night at the Kingspan Stadium (kick-off 7.35pm) 👊

Don't forget that we're li… https://t.co/IQvr9uTM7w",0.1259957612
1194,It’s terrible how much I let my room get messy before cleaning it 😷,0.0969816561
1195,@ivorytowercakes come and get some of our yummy Oreo cheesecake before it's gone !👀👅🍰 https://t.co/J3pEKPnq4B,0.1803698019
1196,@nicoleloviee Another day in the life of Nicole 🤦‍♂️,0.1184681722
1197,@Bwithklaw @suzannezeedyk Oh I like the sound of that! Where do you get the necklaces from? Thanks 😊,0.1563984506
1198,@MusselburghBhoy They wont fit you 😂,0.1254841774
1199,"Happy, belated, Valentines Day to all 💕
Brodie &amp; Pip can’t help but share the Labrador love and… https://t.co/FeTJ1eTvpo",0.15552145
1200,@castorcl0ne ❤️❤️❤️❤️❤️ love u x,0.3819337865
1201,"@PaulJonMilne No, I bought that stupid comic just for it and it never even shows up 😞

But that didn't stop me, uh, writing a song about it.",0.1007089089
1202,@mollyyshort  happy birthday babe ! enjoy 💕💕,0.2017101513
1203,I'm sooo excited my boy neil is home today 😁😁😁😁😁😁😁😁,0.3718482789
1204,@RamsayGolf Which @EuropeanTour event can you win a new @Lamborghini for a hole in one? 😃,0.1500401959
1205,@FrostMorven @ZTScotland @youngwomenscot 💓,0.1578601184
1206,My bruises are getting worse haha 😂🙈 thank god im off work this week lol #burst https://t.co/LDJn5yIDRw,0.1570562011
1207,"Thanks so much @EagleVsClark ✨

@ZTScotland is all about #primaryprevention of #VAW and has some fantastic resource… https://t.co/9usyaXH8RW",0.1349850179
1208,Our “cacti for Valentine’s Day” tradition continues with 3 new mini cacti 🌵❤️ Just posted a… https://t.co/azYb0WEsM1,0.1778849667
1209,"Sweet potato, coconut and tamarind ☺️ silky smooth and rich, super yummy- this plus many other… https://t.co/qzgWa9bTzr",0.1573485347
1210,"❤️❤️❤️ 🏴󠁧󠁢󠁳󠁣󠁴󠁿 .
.
.
#edinburgh #scotland #city #cityscape #cityphotography #citywalk #tour… https://t.co/Y2QepeobjC",0.2728933713
1211,He's awrite i guess 💕 @ Candy Bar https://t.co/0MhTX4hHi3,0.15552145
1212,Both @JamieLaing_UK and @Schofe  have interacted with me on social media in the past two days and it’s made me so happy!! 🙈😂,0.1570562011
1213,Thanks guys! All the best for your game this weekend 👊 https://t.co/ebHR5oZoUI,0.1259957612
1214,@MrJames_D Might have to put some Hibs ones up 😂,0.1254841774
1215,Nothing I love more than a good soak in a nice hot radox filled bath 🛀,0.1184681722
1216,@TheButBag Congrats handsome so proud of you 💙,0.162683622
1217,@SirScamp @macwhittle @tobysausage @TelegraphMel @ClarenceBirdsey @henryperemptory @Magnum_woof @LJ_doodle So sensible sir scamp 🎶🎤 #sing,0.1833662209
1218,@KMcharg7 You know it lad ⚪️,0.1422202733
1219,This is tonight 👇🏻 https://t.co/BZpAb56g6Q,0.1273843455
1220,@JamesHeatly Proud. You SUPERSTAR 😘🌟❤️,0.2389826792
1221,Per wee Mia chocked with the cold again ☹️,0.0711832201
1222,@ChezBruce 👏🏻👏🏻🐾👏🏻👏🏻✌🏻🥂🐾🐾🙏🏻,0.4583059271
1223,@TheDBLeamington @brothergilligan 🍷👏🏻👏🏻👏🏻🐾🙋🏼‍♂️🐾🍾👍🏻♥️,0.4711686034
1224,@jamesc1995 A feckin love yous 😂🙌🏼,0.1663377914
1225,😭😭😭😭 https://t.co/s5bEFqX1Xz,0.0821457283
1226,@fergusambruce Where’s the I 💛 BIM mug? ☕️,0.1789812176
1227,Tonight will be the first night since last Tuesday robbie and I will actually gym together. The last 3 times have been my PT sessions ☺️,0.1573485347
1228,@morgansmith_123 S1 was a tough year 😪,0.1034860776
1229,🎉🎈🎂 https://t.co/MTEwX6P6Q9,0.2605422787
1230,"Watching @trixiemattel and @katya_zamo on YouTube and getting business stuff done ❤️
#trixieandkatyashow… https://t.co/a1pcglkUU0",0.1638529562
1231,"@mazzybe The ""u"" in Up is pointing right to you! ⬆️",0.1302345977
1232,@LewisAlexander0 Happy Birthday lewis mate enjoy👍🏻,0.1474091939
1233,"Today, we're excited to welcome a few #ScaleUpScotland partners to our HQ 🙌

We are proud to participate in the ini… https://t.co/2J0dbZw7K3",0.1501863626
1234,@_bethanymcginnx happy birthday my darling. Have a good one and hopefully see u soonest 💃🏽❤️❤️,0.2720163707
1235,"Feeling the love ❤️ with #cheese fondue, Duc De Morny Picpoul De Pinet and a dozen roses 🌹 Full bellies &amp; happy hea… https://t.co/P4ye0LnVTz",0.2077029891
1236,@HumahLAkram @scope Good luck in your new job and thanks for everything! Keep in touch ❤️ https://t.co/Xt4ZowvuKC,0.1638529562
1237,"NEW IN | You spoke, we listened... The BIGGER and BETTER Meribel 🙌🏼 Introducing the Chamonix Luxe Padded Coat 😍 Ava… https://t.co/7nfi74gIZP",0.1997368998
1238,@HamsterMckenzie Better than Gusty MacWindyflaps.  Maybe someone else already has that name. 💨,0.1371775195
1239,@mollyyshort happy birthday sista hope u have theee best day and get spoiled💓,0.1578601184
1240,Morning! I have a new blog publishing tomorrow but I have this one to read with your morning coffee ☕️ #blog… https://t.co/8Yaom0SJUX,0.1271650954
1241,@jonnygrotlin happy birthday lad 👊🏼 x,0.1259957612
1242,Buzzing for the game tonight. ☘️☘️🍀🍀 #COYBIG,0.1509902799
1243,See if you’re an aspiring platinum/icy blonde the Scott Cornwall iced platinum toner is AMAZING ❄️❄️❄️,0.2202733319
1244,@MadameEilidhMac @JohannLamont It's under the sea theme...not sure I can make it fit!?! 🤔🐠🦀,0.1395892714
1245,@HamsterMckenzie That’s beautiful and feminine. I love it 🐵,0.1442666082
1246,"Paul Kewley talking about the marketing and production process behind Shaun the Sheep 🐑 
#MoveSummit18 #animation https://t.co/8F0XoO79aw",0.0971278228
1247,Today we are visiting the #families of @3_rifles for their weekly #coffee morning ☕,0.1271650954
1248,Also forgot how terrible lemsip is 🤒😫,0.0987356574
1249,One good thing about the flu is that I can watch the Olympics. Sweden is crushing Norway at ice hockey!!🇸🇪🇸🇪🇸🇪 #WinterOlympics2018 #Sweden,0.356427684
1250,@ScottishPower  #incompetence 😡😡,0.0840458964
1251,@Loofah57060 😃,0.1500401959
1252,"Happy birthday becca, hope u have a fab day u deserve it💗xxx https://t.co/Ha2JJKMxyE",0.1573485347
1253,👎🏼 https://t.co/Kcttt9yJPE,0.0955930717
1254,@LomondSeaplanes @VisitScotland This a must on anyone's bucket list ☺☺☺,0.2533801067
1255,"@eedelddidyeh 👏🏻👏🏻👏🏻 to be honest I forgot to even apply for a code, so I’m kinda stuffed. 😂😂😂",0.2717971205
1256,@devmaine Haha I’ve done that before 😂 I ended up having to get a pair of pliers and tighten the hooks up so they would stop catching!,0.1254841774
1257,@HamsterMckenzie I’d like a new name 😉,0.1431703574
1258,@tourbuskjds Awww thank you so so much Hun ❤️,0.1638529562
1259,"@ellzthelephant happy birthday beaut, hope you enjoy all your celebrations 🎈🍸 xxx",0.2011985676
1260,@RadioX    Warwick Davis with an angry face??? 😇.,0.1522326975
1261,Genuinely can’t wait to go out tomorrow night💃💃,0.2166191625
1262,"@graham_sisters Thx, catch up with u soon⛳️👍🏻 Cx",0.1938902288
1263,Those were the days 😢 https://t.co/qQsY5pS8we,0.1098443324
1264,"@sashadavidsonnx happy birthday babe! Hopefully see you soon, have the best day, love u ❤️xxxx https://t.co/TMKeaQ4Yf8",0.1638529562
1265,Set my alarm every day for a month now to get up to go to the gym before work but been snoozed every time 😭 how do… https://t.co/tmrhTFi8vj,0.1025359936
1266,@lisamc_x Wee awe know about your 3 an wanders 😂,0.1254841774
1267,@RamsayGolf what’s your dream car and where would you take it for a spin? 😍 #askrichie,0.1588832858
1268,2 years today with my absolute bestie! How time flies when your having fun😃 Thank you for making the past two years… https://t.co/atV7P8HNLX,0.1500401959
1269,@LeeBaillie_ @Leonard15Shaun @JKCorden Aye about ten thousand hibs fans attacked rangers players 😂😂😂,0.157787035
1270,Guys who dress up👌🏼👌🏼 https://t.co/SVsCd5WHBa,0.1916246437
1271,Happy birthday @mollyyshort bro have a good day 😜xx https://t.co/xQK3LCWHu3,0.1425856903
1272,Walking on Waternish Point #winter in #Skye - didn’t meet anyone apart from cows on our wanders. Visit all year 😍… https://t.co/pR8FQbki6U,0.1588832858
1273,Money came out my bank I forgot about and now I’ve had to cancel my hair appointment on Saturday 😭,0.1025359936
1274,@Laurynsm3 happy bday lauren 😘have a class day babe x https://t.co/OS9BQicCUL,0.1605642038
1275,@robustgar 😎 Mine are annotated PDFs. They don’t use R. I miss it!,0.1452166922
